Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q96CP2,FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1 - [FWCH2_HUMAN],41.43,1,3,3,8,0.000E0,0.000E0,2.446E6,0.000E0,0.000E0,0.000E0,0.000E0,1.896E7,1.981E6,0.000E0,2.138E7,2.594E6,0.000E0,3.882E7,0.000E0,,,,,,,,,0.00 ,8.57,1,1,,,,,,,,,,,,,,,,,2.85 ,8.57,1,1,0.00 ,8.57,1,1,,,,,3.28 ,8.57,1,1,0.00 ,8.57,1,1,,,,,10.65 ,41.43,3,3,,,,,140,14.6,8.46
P50990,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN],41.24,1,20,20,32,0.000E0,1.477E7,2.128E6,0.000E0,0.000E0,0.000E0,0.000E0,1.719E7,1.450E6,0.000E0,2.178E7,0.000E0,0.000E0,4.684E7,0.000E0,,,,,9.57 ,6.02,3,3,1.72 ,3.83,2,2,,,,,,,,,,,,,,,,,11.00 ,6.20,3,3,0.00 ,2.74,1,1,,,,,13.33 ,8.03,4,4,,,,,,,,,43.98 ,39.60,19,19,,,,,548,59.6,5.60
P46013,Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2 - [KI67_HUMAN],41.03,1,94,94,195,0.000E0,7.141E7,0.000E0,0.000E0,1.915E7,0.000E0,0.000E0,6.329E7,0.000E0,0.000E0,6.683E7,0.000E0,0.000E0,1.546E8,0.000E0,,,,,36.60 ,4.70,12,13,,,,,,,,,11.47 ,1.60,4,4,,,,,,,,,78.41 ,11.55,27,33,,,,,,,,,71.80 ,9.00,23,30,,,,,,,,,292.47 ,39.99,89,115,,,,,3256,358.5,9.45
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3 - [AFAD_HUMAN],40.95,1,57,57,368,0.000E0,1.212E7,1.856E8,0.000E0,0.000E0,1.257E8,0.000E0,1.259E7,2.713E8,0.000E0,1.132E7,2.853E8,0.000E0,2.460E7,5.497E7,,,,,1.78 ,1.54,2,2,248.12 ,30.48,43,94,,,,,,,,,14.37 ,3.23,6,6,,,,,12.52 ,3.02,4,5,285.52 ,32.79,46,113,,,,,16.97 ,5.10,7,7,328.43 ,35.36,50,128,,,,,19.51 ,11.18,12,12,3.27 ,1.10,1,1,1824,206.7,6.47
Q96RT1,Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2 - [ERBIN_HUMAN],40.79,3,42,42,190,0.000E0,1.404E7,1.878E8,6.838E6,0.000E0,1.008E8,1.130E6,2.940E7,2.079E8,4.631E6,2.991E7,2.059E8,1.358E6,4.111E7,5.875E7,,,,,3.11 ,0.57,1,1,140.39 ,29.18,30,53,2.20 ,0.64,1,1,,,,,12.95 ,6.37,6,6,2.49 ,1.35,1,1,11.97 ,4.60,4,4,161.05 ,28.33,29,56,2.66 ,0.64,1,1,11.42 ,3.97,3,3,119.71 ,20.54,22,39,6.44 ,2.34,3,3,39.66 ,19.76,20,20,7.85 ,2.69,2,2,1412,158.2,5.50
P08195,4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3 - [4F2_HUMAN],39.68,1,22,22,223,3.182E6,0.000E0,7.432E8,9.576E6,0.000E0,2.154E8,7.196E6,1.745E7,9.853E8,2.618E7,1.701E7,1.241E9,4.073E7,9.147E6,1.219E8,3.40 ,2.06,1,1,,,,,189.92 ,34.44,19,56,5.89 ,4.60,2,2,,,,,23.46 ,18.10,7,7,4.81 ,2.06,1,1,4.73 ,2.06,1,1,287.82 ,36.98,21,75,5.70 ,4.60,2,2,4.22 ,2.06,1,1,214.87 ,31.27,18,66,6.91 ,4.76,2,2,1.95 ,5.24,3,3,15.04 ,11.11,5,6,630,68.0,5.01
Q9BRT6,Protein LLP homolog OS=Homo sapiens OX=9606 GN=LLPH PE=1 SV=1 - [LLPH_HUMAN],39.53,1,4,4,15,0.000E0,0.000E0,2.105E7,0.000E0,0.000E0,0.000E0,0.000E0,3.345E6,2.313E7,0.000E0,0.000E0,5.892E7,0.000E0,6.143E7,0.000E0,,,,,,,,,6.73 ,18.60,2,2,,,,,,,,,,,,,,,,,4.30 ,6.20,1,2,3.99 ,6.20,1,2,,,,,,,,,2.03 ,6.20,1,1,,,,,23.44 ,39.53,4,8,,,,,129,15.2,10.37
Q07157,Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3 - [ZO1_HUMAN],38.67,1,51,51,199,0.000E0,8.614E7,4.247E7,0.000E0,3.171E7,1.523E7,0.000E0,8.694E7,3.628E7,0.000E0,8.643E7,5.005E7,0.000E0,1.829E8,0.000E0,,,,,34.00 ,6.58,9,10,71.32 ,15.39,22,32,,,,,8.56 ,2.57,3,3,2.15 ,0.74,1,1,,,,,53.76 ,7.84,12,16,74.21 ,15.33,21,31,,,,,45.70 ,6.92,10,12,66.59 ,12.81,18,28,,,,,188.12 ,36.73,49,66,,,,,1748,195.3,6.70
P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2 - [KAP2_HUMAN],38.37,2,13,13,26,0.000E0,1.573E7,1.709E6,0.000E0,0.000E0,0.000E0,0.000E0,2.120E7,0.000E0,0.000E0,1.990E7,2.328E6,0.000E0,4.031E7,0.000E0,,,,,7.79 ,6.68,2,2,1.83 ,2.97,1,1,,,,,,,,,,,,,,,,,17.91 ,16.34,5,6,,,,,,,,,16.37 ,13.12,4,5,1.86 ,2.97,1,1,,,,,25.33 ,33.17,11,11,,,,,404,45.5,5.07
Q5W0B1,RING finger protein 219 OS=Homo sapiens OX=9606 GN=RNF219 PE=1 SV=1 - [RN219_HUMAN],38.02,1,23,23,39,0.000E0,2.704E7,0.000E0,0.000E0,3.748E6,0.000E0,0.000E0,3.554E7,0.000E0,0.000E0,7.057E7,0.000E0,0.000E0,1.270E8,0.000E0,,,,,8.17 ,5.92,4,4,,,,,,,,,0.00 ,1.10,1,1,,,,,,,,,17.90 ,9.23,6,6,,,,,,,,,18.32 ,9.64,6,7,,,,,,,,,62.59 ,33.47,19,21,,,,,726,81.1,5.72
Q9UK76,Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3 - [JUPI1_HUMAN],37.01,1,4,4,9,0.000E0,0.000E0,9.034E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.877E6,0.000E0,0.000E0,8.450E6,0.000E0,1.689E7,0.000E0,,,,,,,,,2.13 ,6.49,1,1,,,,,,,,,,,,,,,,,,,,,2.87 ,9.74,2,2,,,,,,,,,5.14 ,21.43,3,3,,,,,6.50 ,37.01,3,3,,,,,154,16.0,5.60
P08729,"Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5 - [K2C7_HUMAN]",36.46,6,14,18,41,7.017E5,2.879E7,5.588E7,0.000E0,1.367E7,0.000E0,3.998E5,2.271E7,9.161E6,0.000E0,1.983E7,1.296E7,0.000E0,8.373E7,0.000E0,2.55 ,2.35,1,1,13.22 ,8.96,5,5,4.40 ,1.49,1,2,,,,,2.95 ,2.35,1,2,,,,,2.14 ,2.35,1,1,15.38 ,11.73,6,6,2.00 ,3.41,2,2,,,,,16.85 ,11.73,6,6,0.00 ,1.49,1,1,,,,,33.65 ,29.00,14,15,,,,,469,51.4,5.48
O43399,Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2 - [TPD54_HUMAN],36.41,1,7,7,65,0.000E0,2.298E7,2.772E8,2.652E6,6.446E6,3.436E7,0.000E0,8.328E6,4.045E8,0.000E0,9.829E6,3.193E8,0.000E0,3.635E7,5.342E7,,,,,2.72 ,3.88,1,1,46.65 ,36.41,7,13,3.56 ,5.34,1,1,3.48 ,5.34,1,1,11.36 ,16.02,3,3,,,,,5.77 ,9.22,2,2,55.96 ,28.16,5,16,,,,,2.20 ,3.88,1,1,74.99 ,28.16,5,23,,,,,10.80 ,15.05,3,3,4.16 ,5.34,1,1,206,22.2,5.36
P02538,"Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3 - [K2C6A_HUMAN]",36.17,1,1,22,76,1.930E6,2.543E7,6.822E7,1.143E7,1.054E7,0.000E0,5.915E6,2.865E7,4.950E7,7.309E7,2.251E7,4.494E7,2.673E7,1.605E8,0.000E0,2.08 ,3.37,2,4,10.29 ,5.14,3,3,24.26 ,7.62,5,10,5.78 ,3.19,2,2,7.40 ,1.95,1,2,,,,,2.94 ,1.60,1,1,14.55 ,6.56,4,5,21.25 ,6.74,4,8,10.55 ,4.43,3,5,13.42 ,5.14,3,4,9.82 ,4.96,3,4,21.21 ,5.85,4,8,58.96 ,31.21,17,20,,,,,564,60.0,8.00
P48668,"Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3 - [K2C6C_HUMAN]",36.17,1,1,22,76,1.930E6,2.543E7,6.822E7,1.143E7,1.054E7,0.000E0,5.915E6,2.865E7,4.950E7,7.309E7,2.251E7,4.494E7,2.673E7,1.605E8,0.000E0,2.08 ,3.37,2,4,10.29 ,5.14,3,3,24.26 ,7.62,5,10,5.78 ,3.19,2,2,7.40 ,1.95,1,2,,,,,2.94 ,1.60,1,1,14.55 ,6.56,4,5,21.25 ,6.74,4,8,10.55 ,4.43,3,5,13.42 ,5.14,3,4,9.82 ,4.96,3,4,21.21 ,5.85,4,8,58.09 ,31.21,17,20,,,,,564,60.0,8.00
Q8WW12,PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2 - [PCNP_HUMAN],35.96,1,5,5,19,0.000E0,2.913E7,7.648E6,0.000E0,0.000E0,0.000E0,0.000E0,4.285E7,9.408E6,0.000E0,6.372E7,1.282E7,0.000E0,1.331E8,0.000E0,,,,,2.76 ,8.99,1,1,2.37 ,8.99,1,1,,,,,,,,,,,,,,,,,6.30 ,21.35,3,4,4.57 ,16.29,2,2,,,,,3.78 ,7.30,1,1,5.30 ,16.29,2,2,,,,,24.98 ,35.96,5,8,,,,,178,18.9,7.49
Q99848,Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2 - [EBP2_HUMAN],35.95,1,9,9,14,0.000E0,4.885E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.293E7,2.936E6,0.000E0,2.242E7,0.000E0,0.000E0,6.890E7,0.000E0,,,,,2.70 ,2.61,1,1,,,,,,,,,,,,,,,,,,,,,2.70 ,2.61,1,1,0.00 ,3.27,1,1,,,,,2.52 ,2.61,1,1,,,,,,,,,30.42 ,33.33,8,10,,,,,306,34.8,10.10
P25685,DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4 - [DNJB1_HUMAN],35.88,1,12,12,24,0.000E0,0.000E0,7.517E6,0.000E0,1.086E6,0.000E0,0.000E0,9.738E6,1.134E7,0.000E0,1.246E7,1.486E7,0.000E0,5.107E7,0.000E0,,,,,,,,,5.42 ,5.00,2,2,,,,,1.81 ,2.06,1,1,,,,,,,,,3.16 ,2.94,1,1,9.91 ,13.53,4,4,,,,,5.36 ,5.00,2,2,7.40 ,9.71,3,3,,,,,28.82 ,33.82,11,11,,,,,340,38.0,8.63
Q92733,Proline-rich protein PRCC OS=Homo sapiens OX=9606 GN=PRCC PE=1 SV=1 - [PRCC_HUMAN],35.85,1,6,6,10,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.365E7,0.000E0,0.000E0,1.383E7,0.000E0,0.000E0,4.180E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36 ,4.28,1,1,,,,,,,,,3.12 ,4.28,1,1,,,,,,,,,11.91 ,35.85,6,8,,,,,491,52.4,5.10
Q96TA1,Niban-like protein 1 OS=Homo sapiens OX=9606 GN=FAM129B PE=1 SV=3 - [NIBL1_HUMAN],35.39,1,21,21,192,6.177E6,5.528E6,3.079E8,0.000E0,0.000E0,1.053E8,3.571E6,3.173E6,3.777E8,2.097E7,5.042E6,3.815E8,3.503E6,9.212E6,1.046E8,5.04 ,3.35,2,2,1.62 ,1.21,1,1,140.83 ,27.35,17,52,1.96 ,2.28,1,1,,,,,17.39 ,8.45,6,7,5.48 ,2.41,1,2,4.22 ,1.88,2,2,152.86 ,23.46,14,58,6.67 ,3.08,3,4,0.00 ,0.94,1,1,139.47 ,28.42,18,56,1.97 ,2.14,2,2,4.26 ,4.56,3,3,5.50 ,4.56,1,1,746,84.1,6.19
Q04695,"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2 - [K1C17_HUMAN]",34.95,10,7,16,88,0.000E0,2.543E7,9.368E7,8.802E6,3.382E7,0.000E0,0.000E0,1.070E8,9.528E7,2.462E7,4.634E7,8.542E7,3.000E7,3.486E8,0.000E0,,,,,15.38 ,13.66,6,6,25.21 ,14.81,7,13,4.86 ,5.09,2,3,2.85 ,3.01,1,1,,,,,,,,,31.18 ,20.37,9,11,23.18 ,18.06,9,13,9.21 ,7.18,3,3,19.32 ,11.11,5,7,22.31 ,10.19,5,11,13.01 ,12.27,6,7,37.16 ,28.47,13,13,,,,,432,48.1,5.02
Q9H3Q1,Cdc42 effector protein 4 OS=Homo sapiens OX=9606 GN=CDC42EP4 PE=1 SV=1 - [BORG4_HUMAN],34.83,1,7,7,40,0.000E0,0.000E0,4.405E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.985E7,0.000E0,0.000E0,5.463E7,3.968E6,0.000E0,0.000E0,,,,,,,,,31.92 ,19.10,4,11,,,,,,,,,,,,,,,,,,,,,26.62 ,30.34,6,15,,,,,,,,,37.93 ,17.70,4,13,2.60 ,5.34,1,1,,,,,,,,,356,38.0,5.19
P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4 - [K1C14_HUMAN]",34.11,11,2,15,129,1.862E6,1.993E7,1.337E8,1.650E7,2.200E7,6.888E6,6.559E7,1.280E8,1.176E8,5.523E7,8.558E7,1.010E8,3.000E7,4.144E8,1.692E7,1.79 ,2.54,1,1,7.14 ,6.57,3,3,51.34 ,19.92,9,22,8.40 ,7.20,3,3,5.93 ,4.66,2,2,3.00 ,1.91,1,1,4.58 ,1.91,1,2,35.95 ,16.95,7,13,51.03 ,21.19,10,23,12.20 ,9.32,4,4,26.46 ,14.19,6,9,45.84 ,17.58,8,20,17.92 ,14.41,7,9,46.41 ,29.66,14,16,3.29 ,1.91,1,1,472,51.5,5.16
P08779,"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4 - [K1C16_HUMAN]",34.04,11,6,16,106,1.862E6,7.840E6,1.337E8,1.504E7,1.019E7,6.888E6,6.559E7,1.280E8,1.176E8,4.417E7,6.952E7,1.010E8,2.977E7,4.144E8,1.692E7,1.79 ,2.54,1,1,2.23 ,1.48,1,1,42.51 ,11.63,6,16,8.62 ,6.98,3,3,3.08 ,1.90,1,1,3.00 ,1.90,1,1,4.58 ,1.90,1,2,26.29 ,12.68,6,11,44.73 ,12.90,7,19,7.98 ,6.98,3,3,14.86 ,11.21,5,7,39.73 ,11.63,6,16,11.13 ,8.67,5,6,48.84 ,34.04,16,18,3.29 ,1.90,1,1,473,51.2,5.05
P62861,40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1 - [RS30_HUMAN],33.90,1,5,5,314,1.110E8,2.878E9,1.105E10,4.074E7,4.109E9,1.640E7,2.165E7,1.440E9,1.394E10,2.027E6,4.012E9,1.358E10,5.301E9,6.496E8,8.280E8,26.22 ,30.51,2,10,31.84 ,32.20,4,19,90.09 ,16.95,1,48,4.81 ,16.95,1,3,9.43 ,16.95,1,5,15.77 ,16.95,1,10,2.85 ,16.95,1,1,34.93 ,30.51,2,19,37.40 ,16.95,1,34,5.71 ,16.95,1,3,21.32 ,16.95,1,10,72.73 ,16.95,1,51,48.20 ,16.95,1,25,97.45 ,20.34,3,61,29.57 ,16.95,1,15,59,6.6,12.15
Q7Z2K8,G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens OX=9606 GN=GPRIN1 PE=1 SV=2 - [GRIN1_HUMAN],33.33,1,28,28,128,0.000E0,1.555E6,4.798E7,0.000E0,0.000E0,3.869E7,0.000E0,5.104E5,7.221E7,0.000E0,0.000E0,6.690E7,0.000E0,1.552E5,0.000E0,,,,,0.00 ,1.59,1,1,90.36 ,26.98,21,42,,,,,,,,,16.19 ,7.14,6,6,,,,,0.00 ,0.79,1,1,98.25 ,27.28,21,39,,,,,,,,,83.29 ,26.09,21,38,,,,,3.12 ,1.59,1,1,,,,,1008,102.3,8.06
P63241,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2 - [IF5A1_HUMAN],33.12,3,4,4,8,0.000E0,0.000E0,2.503E7,0.000E0,2.438E6,0.000E0,0.000E0,0.000E0,1.612E7,0.000E0,0.000E0,4.190E7,0.000E0,1.228E7,0.000E0,,,,,,,,,6.69 ,20.13,2,2,,,,,0.00 ,5.19,1,1,,,,,,,,,,,,,0.00 ,14.94,1,1,,,,,,,,,2.13 ,5.19,1,1,,,,,9.62 ,22.73,2,3,,,,,154,16.8,5.24
P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],32.96,2,12,12,39,0.000E0,0.000E0,3.017E7,0.000E0,0.000E0,9.042E6,0.000E0,3.662E6,2.679E7,0.000E0,6.399E6,1.344E7,3.662E6,1.665E7,0.000E0,,,,,,,,,23.81 ,17.51,7,9,,,,,,,,,4.45 ,1.88,1,2,,,,,3.99 ,3.39,2,2,30.82 ,20.72,9,12,,,,,2.21 ,1.88,1,1,16.10 ,11.49,5,6,2.60 ,1.88,1,1,12.54 ,17.89,6,6,,,,,531,57.9,7.84
Q9H4G0,Band 4.1-like protein 1 OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=2 - [E41L1_HUMAN],32.69,1,23,25,99,0.000E0,0.000E0,1.511E8,0.000E0,0.000E0,3.868E7,1.448E6,3.486E6,1.701E8,0.000E0,3.037E6,1.434E8,0.000E0,4.754E6,0.000E0,,,,,,,,,71.79 ,23.27,15,30,,,,,,,,,2.20 ,3.63,2,2,5.45 ,4.31,2,2,0.00 ,1.70,1,1,79.07 ,29.17,21,35,,,,,3.02 ,1.70,1,1,66.36 ,23.84,18,27,,,,,0.00 ,1.70,1,1,,,,,881,98.4,5.62
Q9P2N5,RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2 - [RBM27_HUMAN],32.26,1,22,24,42,0.000E0,4.302E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.907E7,0.000E0,0.000E0,6.259E7,0.000E0,0.000E0,1.479E8,0.000E0,,,,,3.42 ,1.04,1,1,,,,,,,,,,,,,,,,,,,,,12.64 ,4.72,5,6,,,,,,,,,19.01 ,5.47,5,6,,,,,,,,,68.19 ,31.32,23,29,,,,,1060,118.6,9.19
Q14157,Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2 - [UBP2L_HUMAN],32.20,1,21,21,57,0.000E0,8.217E7,3.749E6,0.000E0,2.967E7,0.000E0,0.000E0,6.723E7,9.611E6,0.000E0,6.136E7,0.000E0,0.000E0,1.998E8,0.000E0,,,,,19.08 ,5.52,4,5,2.00 ,1.38,1,1,,,,,7.26 ,3.68,2,2,,,,,,,,,29.51 ,10.21,6,7,4.72 ,3.59,2,2,,,,,24.90 ,8.19,5,6,,,,,,,,,118.90 ,31.19,19,34,,,,,1087,114.5,7.11
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=4 - [RRBP1_HUMAN],32.20,5,23,23,83,0.000E0,1.332E7,9.448E6,0.000E0,3.008E6,4.577E6,0.000E0,1.438E7,1.145E7,0.000E0,1.600E7,2.090E7,8.852E5,3.285E7,0.000E0,,,,,24.90 ,5.25,6,7,15.58 ,16.52,8,9,,,,,5.81 ,2.13,2,2,6.27 ,1.56,2,2,,,,,23.82 ,7.02,8,9,12.90 ,10.14,8,8,,,,,29.64 ,6.88,8,10,29.84 ,11.91,12,16,2.35 ,1.56,2,2,44.15 ,18.37,17,18,,,,,1410,152.4,8.60
Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1 - [HAP28_HUMAN],32.04,1,4,4,9,0.000E0,0.000E0,1.442E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.347E7,0.000E0,0.000E0,1.958E7,0.000E0,1.481E7,0.000E0,,,,,,,,,2.34 ,8.84,1,1,,,,,,,,,,,,,,,,,,,,,6.61 ,32.04,4,4,,,,,,,,,2.16 ,8.84,1,2,,,,,1.65 ,16.02,2,2,,,,,181,20.6,8.87
P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],32.01,2,18,18,24,0.000E0,1.538E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.150E7,0.000E0,0.000E0,1.166E7,0.000E0,0.000E0,3.177E7,0.000E0,,,,,5.10 ,2.11,2,2,,,,,,,,,,,,,,,,,,,,,3.21 ,1.24,1,1,,,,,,,,,2.88 ,1.24,1,1,,,,,,,,,43.88 ,32.01,18,20,,,,,806,89.3,5.26
O95400,CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens OX=9606 GN=CD2BP2 PE=1 SV=1 - [CD2B2_HUMAN],31.96,1,6,6,7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.175E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.317E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26 ,2.93,1,1,,,,,,,,,,,,,,,,,,,,,16.29 ,31.96,6,6,,,,,341,37.6,4.61
Q06830,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],31.66,1,4,7,18,0.000E0,0.000E0,1.191E7,0.000E0,0.000E0,8.504E6,0.000E0,1.039E7,1.845E7,0.000E0,3.849E6,2.496E7,7.207E6,2.052E7,0.000E0,,,,,,,,,4.57 ,9.05,2,2,,,,,,,,,0.00 ,3.52,1,1,,,,,4.76 ,7.54,2,2,8.00 ,18.59,4,4,,,,,2.14 ,4.02,1,1,7.92 ,18.09,4,4,1.93 ,3.52,1,1,7.32 ,13.57,3,3,,,,,199,22.1,8.13
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1 - [TCPE_HUMAN],31.61,2,14,14,27,0.000E0,1.887E7,7.328E6,0.000E0,0.000E0,0.000E0,0.000E0,2.009E7,6.363E6,0.000E0,1.769E7,4.750E6,0.000E0,6.293E7,0.000E0,,,,,8.72 ,4.62,3,3,2.54 ,1.85,1,1,,,,,,,,,,,,,,,,,9.74 ,7.95,5,5,3.73 ,1.85,1,1,,,,,7.35 ,4.62,3,3,3.07 ,3.33,2,2,,,,,21.83 ,28.47,12,12,,,,,541,59.6,5.66
Q8IZ21,Phosphatase and actin regulator 4 OS=Homo sapiens OX=9606 GN=PHACTR4 PE=1 SV=1 - [PHAR4_HUMAN],31.34,1,14,14,57,0.000E0,0.000E0,1.189E8,0.000E0,0.000E0,2.719E7,0.000E0,2.038E6,1.163E8,0.000E0,0.000E0,1.323E8,1.020E6,0.000E0,0.000E0,,,,,,,,,47.93 ,25.64,11,19,,,,,,,,,2.39 ,1.14,1,1,,,,,0.00 ,1.14,1,1,49.27 ,17.66,8,17,,,,,,,,,44.72 ,23.93,10,18,0.00 ,1.14,1,1,,,,,,,,,702,78.2,6.62
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2 - [LDHA_HUMAN],30.72,5,11,11,58,2.149E6,8.877E6,6.066E7,6.750E6,4.585E6,3.405E7,3.402E6,1.101E7,4.172E7,8.475E6,1.612E7,4.352E7,3.276E6,2.581E7,8.487E6,2.32 ,2.71,1,1,3.06 ,2.71,1,1,41.84 ,25.30,9,16,3.21 ,2.71,1,1,3.08 ,2.71,1,1,3.45 ,2.71,1,1,2.77 ,2.71,1,1,5.19 ,5.72,2,2,36.36 ,27.11,9,14,3.02 ,2.71,1,1,6.61 ,5.72,2,2,27.16 ,25.30,9,11,4.86 ,5.72,2,2,9.06 ,9.34,3,3,3.42 ,2.71,1,1,332,36.7,8.27
Q9H0A0,RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2 - [NAT10_HUMAN],30.63,1,27,27,48,0.000E0,4.966E7,0.000E0,0.000E0,3.279E6,0.000E0,0.000E0,3.039E7,0.000E0,0.000E0,2.312E7,0.000E0,0.000E0,7.206E7,0.000E0,,,,,11.91 ,2.34,2,3,,,,,,,,,2.73 ,1.46,1,1,,,,,,,,,23.17 ,6.54,6,9,,,,,,,,,18.56 ,3.12,3,6,,,,,,,,,82.63 ,28.88,25,29,,,,,1025,115.7,8.27
Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2 - [PCBP1_HUMAN],30.62,2,5,8,52,0.000E0,2.568E7,2.952E7,0.000E0,0.000E0,0.000E0,0.000E0,2.708E7,3.745E7,0.000E0,2.531E7,3.650E7,0.000E0,5.387E7,0.000E0,,,,,14.18 ,11.24,3,4,24.89 ,20.51,5,10,,,,,,,,,,,,,,,,,16.30 ,14.33,4,5,27.78 ,20.79,5,10,,,,,15.02 ,11.80,3,4,31.24 ,20.79,5,12,,,,,21.74 ,21.91,6,7,,,,,356,37.5,7.09
