Visible?,Starred?,Identified Proteins (2330),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,T-Test (p-value): (p < 0.05),Fold Change by Category,Quantitative Profile,Taxonomy,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area
TRUE,Empty,"Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7",P05787,KRT8,54 kDa,TRUE,0.029,1.7,"1st low, 2nd high",unknown,1.19E+10,1.92E+10,1.15E+10,1.40E+10,1.56E+10,1.37E+10,1.98E+10,2.55E+10,3.23E+10,3.02E+10,9.68E+09,7.43E+09,8.15E+09,7.74E+09,1.03E+10
TRUE,Empty,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,P07195,LDHB,37 kDa,TRUE,0.28,0.9,[],unknown,2.75E+10,3.04E+10,2.89E+10,2.97E+10,3.20E+10,2.71E+10,3.34E+10,2.77E+10,2.69E+10,2.06E+10,3.39E+10,2.64E+10,3.19E+10,2.68E+10,4.09E+10
TRUE,Empty,Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1,P0DMV8,HSPA1A,70 kDa,TRUE,< 0.00010,1.8,"1st low, 2nd high",unknown,1.27E+10,1.34E+10,1.44E+10,1.32E+10,1.71E+10,2.26E+10,2.27E+10,2.93E+10,2.71E+10,2.66E+10,1.76E+10,1.35E+10,1.59E+10,1.61E+10,1.72E+10
TRUE,Empty,Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,Q9BUF5,TUBB6,50 kDa,TRUE,0.039,1.4,"1st low, 2nd high",unknown,1.16E+10,8.31E+09,1.28E+10,9.89E+09,1.81E+10,1.93E+10,1.61E+10,1.34E+10,1.85E+10,1.77E+10,2.11E+10,1.07E+10,2.07E+10,2.07E+10,2.32E+10
TRUE,Empty,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5,P07814,EPRS,171 kDa,TRUE,0.029,1.6,"1st low, 2nd high",unknown,3.31E+09,4.04E+09,4.09E+09,2.55E+09,5.53E+09,5.19E+09,3.95E+09,7.32E+09,7.22E+09,6.84E+09,6.17E+09,4.93E+09,6.48E+09,5.51E+09,5.80E+09
TRUE,Empty,Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3,P06899 (+3),HIST1H2BJ,14 kDa,TRUE,0.024,1.8,"1st low, 2nd high",unknown,9.15E+09,7.83E+09,8.79E+09,1.00E+10,1.82E+10,2.54E+10,1.13E+10,1.63E+10,2.18E+10,2.30E+10,3.36E+10,8.31E+09,2.96E+10,2.48E+10,2.87E+10
TRUE,Empty,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,Q7KZF4,SND1,102 kDa,,0.016,1.7,"1st low, 2nd high",unknown,2.67E+09,3.27E+09,4.33E+09,3.60E+09,7.00E+09,5.50E+09,6.48E+09,7.05E+09,8.87E+09,7.09E+09,1.43E+10,9.20E+09,1.66E+10,1.67E+10,1.46E+10
TRUE,Empty,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1F0 PE=1 SV=3,P07305,H1F0,21 kDa,,0.053,1.6,[],unknown,2.86E+10,4.27E+10,3.12E+10,5.84E+10,3.09E+10,4.31E+10,8.12E+10,7.41E+10,5.78E+10,4.38E+10,8.07E+10,1.24E+11,9.69E+10,9.47E+10,1.63E+11
TRUE,Empty,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,P07737,PFN1,15 kDa,,0.00032,1.6,"1st low, 2nd high",unknown,1.66E+10,1.68E+10,2.03E+10,2.42E+10,2.14E+10,3.05E+10,3.01E+10,3.24E+10,3.46E+10,2.75E+10,3.26E+10,2.95E+10,3.81E+10,3.56E+10,3.40E+10
TRUE,Empty,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3,P00558,PGK1,45 kDa,,0.0022,1.7,"1st low, 2nd high",unknown,4.87E+09,7.01E+09,5.31E+09,5.05E+09,8.36E+09,1.05E+10,8.03E+09,1.13E+10,9.66E+09,1.10E+10,9.65E+09,7.11E+09,1.11E+10,8.40E+09,9.11E+09
TRUE,Empty,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,P62424,RPL7A,30 kDa,,0.36,1.1,[],unknown,1.73E+10,1.57E+10,1.98E+10,2.20E+10,1.92E+10,2.24E+10,1.82E+10,2.03E+10,2.34E+10,1.73E+10,2.18E+10,2.52E+10,2.76E+10,2.50E+10,2.52E+10
TRUE,Empty,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2,Q8NE71,ABCF1,96 kDa,TRUE,0.067,0.8,[],unknown,1.42E+10,1.13E+10,1.32E+10,1.04E+10,1.28E+10,1.27E+10,7.85E+09,1.09E+10,1.04E+10,7.65E+09,8.24E+09,1.10E+10,7.63E+09,8.27E+09,8.03E+09
TRUE,Empty,"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS PE=1 SV=3",P26639,TARS,83 kDa,,0.21,0.8,[],unknown,9.55E+09,9.69E+09,8.36E+09,4.15E+09,7.67E+09,7.83E+09,6.73E+09,5.74E+09,6.81E+09,4.30E+09,5.39E+09,5.86E+09,6.54E+09,7.18E+09,5.71E+09
TRUE,Empty,ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,P12236,SLC25A6,33 kDa,TRUE,0.013,1.4,"1st low, 2nd high",unknown,1.87E+10,1.99E+10,2.35E+10,1.85E+10,2.17E+10,2.54E+10,2.39E+10,2.62E+10,3.71E+10,3.48E+10,2.47E+10,2.45E+10,4.35E+10,3.74E+10,4.00E+10
TRUE,Empty,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,P26038,MSN,68 kDa,TRUE,0.00078,2.2,"1st low, 2nd high",unknown,2.20E+09,3.34E+09,3.53E+09,1.85E+09,4.17E+09,5.70E+09,5.75E+09,5.79E+09,7.98E+09,7.86E+09,6.16E+09,5.93E+09,6.35E+09,7.38E+09,7.17E+09
TRUE,Empty,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,P22314,UBA1,118 kDa,,0.0097,1.6,"1st low, 2nd high",unknown,3.07E+09,3.43E+09,3.47E+09,2.53E+09,5.78E+09,5.21E+09,5.04E+09,6.71E+09,6.79E+09,5.79E+09,7.13E+09,4.56E+09,7.10E+09,6.28E+09,7.86E+09
TRUE,Empty,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,P62241,RPS8,24 kDa,,0.61,1,[],unknown,2.03E+10,2.08E+10,2.27E+10,1.44E+10,2.12E+10,2.32E+10,1.71E+10,2.03E+10,2.38E+10,2.01E+10,2.02E+10,2.63E+10,2.73E+10,2.88E+10,2.33E+10
TRUE,Empty,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2,O75369,FLNB,278 kDa,TRUE,0.0039,1.8,"1st low, 2nd high",unknown,9.96E+08,1.92E+09,1.63E+09,8.52E+08,1.66E+09,2.80E+09,2.29E+09,2.91E+09,2.68E+09,1.91E+09,4.62E+09,4.36E+09,3.68E+09,3.98E+09,4.07E+09
TRUE,Empty,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",P04264,KRT1,66 kDa,TRUE,0.1,0.5,[],unknown,1.88E+10,3.04E+10,2.73E+10,1.91E+10,5.70E+09,6.06E+09,8.26E+09,1.14E+10,2.20E+10,4.18E+09,1.13E+10,1.79E+10,9.52E+09,3.89E+09,1.12E+10
TRUE,Empty,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,P17844,DDX5,69 kDa,TRUE,0.00056,2.1,"1st low, 2nd high",unknown,3.93E+09,5.59E+09,5.89E+09,2.91E+09,5.87E+09,1.20E+10,8.14E+09,1.10E+10,9.72E+09,8.88E+09,1.06E+10,1.11E+10,1.22E+10,9.05E+09,1.61E+10
TRUE,Empty,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,Q7Z6Z7,HUWE1,482 kDa,,0.025,5,"1st low, 2nd high",unknown,3.37E+08,5.70E+08,4.92E+08,1.99E+08,1.36E+09,1.93E+09,1.14E+09,1.86E+09,5.49E+09,4.27E+09,2.29E+09,1.27E+09,4.48E+09,3.10E+09,1.91E+09
TRUE,Empty,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,P02786,TFRC,85 kDa,,0.45,0.9,[],unknown,6.65E+09,7.20E+09,8.26E+09,4.08E+09,1.00E+10,6.15E+09,4.47E+09,7.63E+09,7.48E+09,5.90E+09,5.85E+09,3.84E+09,6.52E+09,6.15E+09,6.05E+09
TRUE,Empty,Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2,P62805,HIST1H4A,11 kDa,,0.00062,1.6,"1st low, 2nd high",unknown,3.09E+10,3.20E+10,3.40E+10,2.79E+10,4.08E+10,4.99E+10,5.15E+10,6.45E+10,5.73E+10,4.65E+10,5.98E+10,3.65E+10,6.11E+10,4.94E+10,8.59E+10
TRUE,Empty,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,Q9BVP2,GNL3,62 kDa,,0.25,1.4,[],unknown,1.28E+10,5.20E+09,6.03E+09,7.44E+09,5.83E+09,1.68E+10,8.87E+09,9.61E+09,8.66E+09,6.97E+09,1.33E+10,8.62E+09,5.27E+09,1.10E+10,6.65E+09
TRUE,Empty,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,P23396,RPS3,27 kDa,,0.69,1,[],unknown,1.49E+10,1.27E+10,1.76E+10,1.75E+10,1.50E+10,1.61E+10,1.73E+10,1.79E+10,1.40E+10,1.48E+10,1.98E+10,1.29E+10,1.93E+10,1.68E+10,2.29E+10
TRUE,Empty,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,P23526,AHCY,48 kDa,,0.09,0.8,[],unknown,1.71E+10,1.18E+10,1.68E+10,9.68E+09,1.16E+10,1.02E+10,1.11E+10,1.10E+10,1.08E+10,8.67E+09,1.48E+10,1.40E+10,1.49E+10,1.06E+10,1.20E+10
TRUE,Empty,Transcription termination factor 1 OS=Homo sapiens OX=9606 GN=TTF1 PE=1 SV=3,Q15361,TTF1,103 kDa,,0.41,0.8,[],unknown,1.04E+10,6.56E+09,7.20E+09,4.09E+09,4.79E+09,7.84E+09,5.10E+09,5.07E+09,4.95E+09,4.64E+09,3.34E+09,4.40E+09,2.20E+09,3.92E+09,2.66E+09
TRUE,Empty,DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,P33993,MCM7,81 kDa,,0.038,1.7,"1st low, 2nd high",unknown,2.70E+09,2.50E+09,3.28E+09,1.33E+09,4.48E+09,4.78E+09,2.55E+09,5.45E+09,6.72E+09,5.42E+09,6.72E+09,3.96E+09,8.00E+09,7.20E+09,6.14E+09
TRUE,Empty,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2,P07355,ANXA2,39 kDa,,0.0015,1.8,"1st low, 2nd high",unknown,6.60E+09,7.73E+09,8.17E+09,5.04E+09,9.99E+09,1.46E+10,1.05E+10,1.48E+10,1.43E+10,1.18E+10,1.69E+10,1.04E+10,1.25E+10,1.23E+10,1.61E+10
TRUE,Empty,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,P17987,TCP1,60 kDa,,0.014,1.3,"1st low, 2nd high",unknown,7.27E+09,7.92E+09,7.42E+09,5.23E+09,7.04E+09,8.76E+09,8.60E+09,1.08E+10,7.79E+09,9.89E+09,1.07E+10,7.58E+09,9.63E+09,9.72E+09,1.03E+10
TRUE,Empty,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,P12956,XRCC6,70 kDa,,0.13,1.3,[],unknown,5.00E+09,5.24E+09,5.97E+09,1.82E+09,6.65E+09,6.23E+09,4.92E+09,7.36E+09,7.92E+09,6.46E+09,8.27E+09,6.85E+09,9.52E+09,1.03E+10,1.05E+10
TRUE,Empty,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,P09874,PARP1,113 kDa,,0.013,3.1,"1st low, 2nd high",unknown,2.10E+09,2.13E+09,3.49E+09,1.39E+09,3.44E+09,5.68E+09,4.48E+09,6.57E+09,1.38E+10,8.96E+09,7.50E+09,4.31E+09,8.08E+09,7.32E+09,7.94E+09
TRUE,Empty,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3",Q13813,SPTAN1,285 kDa,,0.14,0.6,[],unknown,1.53E+09,2.19E+09,1.87E+09,1.47E+09,4.00E+09,1.49E+09,1.45E+09,1.88E+09,1.19E+09,1.02E+09,1.31E+09,7.83E+08,1.06E+09,1.23E+09,1.16E+09
TRUE,Empty,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,P53621,COPA,138 kDa,,0.12,1.7,[],unknown,1.91E+09,1.73E+09,1.75E+09,1.23E+09,3.72E+09,3.76E+09,1.93E+09,2.23E+09,5.69E+09,3.65E+09,4.19E+09,3.04E+09,6.60E+09,6.67E+09,3.27E+09
TRUE,Empty,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,Q14839,CHD4,218 kDa,TRUE,0.15,1.3,[],unknown,1.96E+09,1.67E+09,2.21E+09,9.63E+08,3.06E+09,2.99E+09,1.86E+09,2.46E+09,3.34E+09,2.59E+09,4.38E+09,2.42E+09,3.29E+09,2.68E+09,2.83E+09
TRUE,Empty,T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4,P49368,CCT3,61 kDa,,0.022,2,"1st low, 2nd high",unknown,2.04E+09,3.96E+09,3.04E+09,9.26E+08,5.36E+09,5.81E+09,3.47E+09,6.89E+09,6.45E+09,8.23E+09,7.67E+09,3.78E+09,4.84E+09,6.32E+09,6.19E+09
TRUE,Empty,Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3,Q14690,PDCD11,209 kDa,,0.19,1.2,[],unknown,1.44E+09,2.49E+09,2.11E+09,1.19E+09,2.65E+09,2.83E+09,2.31E+09,2.30E+09,2.97E+09,1.95E+09,2.41E+09,2.71E+09,3.08E+09,3.63E+09,1.92E+09
TRUE,Empty,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,Q06830,PRDX1,22 kDa,TRUE,0.016,1.3,"1st low, 2nd high",unknown,1.78E+10,1.67E+10,2.18E+10,2.27E+10,2.08E+10,2.27E+10,2.88E+10,3.02E+10,2.22E+10,2.56E+10,1.64E+10,1.61E+10,2.10E+10,2.42E+10,2.34E+10
TRUE,Empty,Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2,Q7L014,DDX46,117 kDa,TRUE,0.00017,2.7,"1st low, 2nd high",unknown,1.48E+09,1.02E+09,1.75E+09,2.86E+09,2.96E+09,5.87E+09,4.33E+09,5.92E+09,6.34E+09,5.01E+09,7.45E+09,4.80E+09,5.85E+09,6.34E+09,4.74E+09
TRUE,Empty,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,P11940,PABPC1,71 kDa,TRUE,0.0023,1.7,"1st low, 2nd high",unknown,4.33E+09,4.80E+09,4.74E+09,4.20E+09,6.67E+09,7.31E+09,6.44E+09,8.43E+09,9.42E+09,9.44E+09,8.68E+09,7.97E+09,9.52E+09,1.09E+10,1.20E+10
TRUE,Empty,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",P49411,TUFM,50 kDa,,0.13,1.3,[],unknown,3.91E+09,4.88E+09,5.39E+09,4.29E+09,7.37E+09,6.87E+09,4.44E+09,7.25E+09,8.53E+09,6.40E+09,8.99E+09,6.49E+09,9.65E+09,9.18E+09,9.81E+09
TRUE,Empty,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,P15311,EZR,69 kDa,TRUE,0.0015,2.1,"1st low, 2nd high",unknown,2.52E+09,3.29E+09,3.90E+09,8.37E+08,4.10E+09,5.90E+09,5.14E+09,5.83E+09,6.71E+09,6.87E+09,5.88E+09,5.79E+09,6.32E+09,6.80E+09,6.91E+09
TRUE,Empty,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,O43707,ACTN4,105 kDa,TRUE,0.00011,3.1,"1st low, 2nd high",unknown,1.90E+09,2.28E+09,2.39E+09,3.16E+08,2.95E+09,6.40E+09,4.99E+09,7.28E+09,5.60E+09,6.61E+09,4.18E+09,3.13E+09,4.49E+09,4.61E+09,4.74E+09
TRUE,Empty,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",P06576,ATP5F1B,57 kDa,,0.0044,1.8,"1st low, 2nd high",unknown,4.85E+09,7.25E+09,5.38E+09,4.28E+09,9.03E+09,9.32E+09,8.61E+09,1.31E+10,1.22E+10,1.16E+10,9.87E+09,7.99E+09,7.87E+09,8.93E+09,9.24E+09
TRUE,Empty,"Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",P08729,KRT7,51 kDa,TRUE,0.64,1.1,[],unknown,5.10E+09,7.54E+09,6.97E+09,4.97E+09,7.36E+09,5.45E+09,5.11E+09,6.23E+09,7.90E+09,9.69E+09,1.39E+10,1.23E+10,1.11E+10,1.26E+10,1.85E+10
TRUE,Empty,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,P48643,CCT5,60 kDa,,0.015,1.5,"1st low, 2nd high",unknown,3.71E+09,3.85E+09,3.61E+09,3.08E+09,5.53E+09,7.08E+09,4.03E+09,5.93E+09,6.87E+09,6.41E+09,6.66E+09,4.92E+09,7.53E+09,6.32E+09,5.26E+09
TRUE,Empty,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",Q01813,PFKP,86 kDa,TRUE,0.018,1.6,"1st low, 2nd high",unknown,3.41E+09,4.02E+09,3.88E+09,2.18E+09,6.22E+09,5.51E+09,5.10E+09,6.50E+09,7.34E+09,6.68E+09,6.60E+09,3.60E+09,7.82E+09,6.99E+09,6.70E+09
TRUE,Empty,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,P36578,RPL4,48 kDa,,0.022,1.5,"1st low, 2nd high",unknown,7.11E+09,5.72E+09,7.62E+09,5.93E+09,1.05E+10,1.18E+10,7.58E+09,1.10E+10,1.24E+10,1.11E+10,1.02E+10,1.04E+10,1.27E+10,1.11E+10,1.17E+10
TRUE,Empty,CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,P27708,CAD,243 kDa,TRUE,0.54,0.9,[],unknown,2.08E+09,2.48E+09,3.04E+09,2.47E+09,4.93E+09,2.48E+09,1.25E+09,2.23E+09,4.14E+09,2.68E+09,3.24E+09,3.30E+09,3.91E+09,5.49E+09,4.44E+09
TRUE,Empty,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,P46940,IQGAP1,189 kDa,TRUE,0.026,1.7,"1st low, 2nd high",unknown,1.27E+09,2.00E+09,1.76E+09,6.10E+08,2.88E+09,2.61E+09,2.20E+09,3.08E+09,3.11E+09,3.73E+09,4.08E+09,1.72E+09,3.33E+09,3.26E+09,3.98E+09
TRUE,Empty,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3,O76021,RSL1D1,55 kDa,,0.071,0.7,[],unknown,2.25E+10,1.35E+10,1.34E+10,1.16E+10,1.07E+10,1.22E+10,9.74E+09,1.01E+10,8.07E+09,8.33E+09,6.97E+09,9.62E+09,7.51E+09,8.99E+09,1.13E+10
TRUE,Empty,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,P34932,HSPA4,94 kDa,TRUE,0.93,1,[],unknown,4.30E+09,5.47E+09,4.67E+09,2.06E+09,5.41E+09,4.33E+09,3.17E+09,5.69E+09,4.30E+09,4.75E+09,4.75E+09,4.47E+09,4.37E+09,4.08E+09,4.47E+09
TRUE,Empty,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,P02545,LMNA,74 kDa,TRUE,0.0048,2.3,"1st low, 2nd high",unknown,2.12E+09,3.29E+09,2.93E+09,2.97E+09,3.31E+09,5.70E+09,4.99E+09,5.64E+09,6.93E+09,1.04E+10,6.45E+09,5.91E+09,6.56E+09,9.09E+09,7.48E+09
TRUE,Empty,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,P18124,RPL7,29 kDa,,0.01,1.3,"1st low, 2nd high",unknown,8.31E+09,7.09E+09,8.62E+09,8.69E+09,1.07E+10,1.10E+10,1.22E+10,9.49E+09,1.15E+10,1.15E+10,1.20E+10,1.13E+10,1.15E+10,1.15E+10,1.41E+10
TRUE,Empty,Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3,P58107,EPPK1,556 kDa,TRUE,0.079,2,[],unknown,8.37E+08,1.84E+09,1.39E+09,1.21E+09,2.69E+09,2.63E+09,1.78E+09,1.70E+09,5.13E+09,4.73E+09,4.39E+09,1.97E+09,3.55E+09,4.01E+09,4.29E+09
TRUE,Empty,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,P50991,CCT4,58 kDa,,0.016,1.5,"1st low, 2nd high",unknown,5.08E+09,4.59E+09,4.55E+09,2.98E+09,6.60E+09,7.21E+09,5.37E+09,7.58E+09,7.37E+09,7.01E+09,8.71E+09,2.79E+09,6.47E+09,7.00E+09,5.41E+09
TRUE,Empty,Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1,Q9Y2X3,NOP58,60 kDa,,0.79,1,[],unknown,7.75E+09,3.75E+09,7.10E+09,6.69E+09,5.94E+09,8.52E+09,5.95E+09,7.62E+09,6.09E+09,4.43E+09,9.42E+09,5.19E+09,6.52E+09,6.63E+09,6.18E+09
TRUE,Empty,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,Q99832,CCT7,59 kDa,,0.0012,1.6,"1st low, 2nd high",unknown,4.03E+09,3.34E+09,4.50E+09,3.35E+09,5.09E+09,6.18E+09,5.53E+09,6.58E+09,6.41E+09,7.75E+09,7.13E+09,4.97E+09,6.32E+09,6.42E+09,8.07E+09
TRUE,Empty,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,P29401,TKT,68 kDa,,0.15,0.8,[],unknown,8.58E+09,6.33E+09,7.81E+09,5.14E+09,7.80E+09,5.04E+09,4.76E+09,7.22E+09,6.36E+09,6.19E+09,7.22E+09,5.01E+09,7.18E+09,7.21E+09,7.72E+09
TRUE,Empty,Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4,Q15233,NONO,54 kDa,TRUE,0.2,1.2,[],unknown,3.52E+09,3.87E+09,3.50E+09,3.13E+09,4.50E+09,5.03E+09,3.41E+09,5.61E+09,3.69E+09,4.08E+09,6.86E+09,5.96E+09,6.76E+09,6.70E+09,9.48E+09
TRUE,Empty,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",P25705,ATP5F1A,60 kDa,,0.045,1.2,"1st low, 2nd high",unknown,5.88E+09,6.85E+09,7.10E+09,7.02E+09,9.40E+09,7.95E+09,8.40E+09,1.05E+10,9.50E+09,8.62E+09,8.69E+09,7.54E+09,9.14E+09,8.26E+09,9.76E+09
TRUE,Empty,"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",Q04695,KRT17,48 kDa,TRUE,0.2,1.2,[],unknown,1.01E+10,8.19E+09,9.87E+09,1.15E+10,1.14E+10,8.63E+09,1.38E+10,1.50E+10,1.18E+10,1.07E+10,5.50E+09,5.54E+09,5.61E+09,4.80E+09,9.31E+09
TRUE,Empty,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,Q562R1,ACTBL2,42 kDa,TRUE,0.0048,3.5,"1st low, 2nd high",unknown,0,0,2.85E+10,0,3.23E+10,4.59E+10,5.27E+10,3.78E+10,4.10E+10,3.77E+10,3.55E+10,3.95E+10,0,0,6.43E+10
TRUE,Empty,Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3,Q9UQ80,PA2G4,44 kDa,,0.11,1.1,[],unknown,8.04E+09,7.97E+09,8.39E+09,7.76E+09,9.07E+09,9.48E+09,9.17E+09,9.34E+09,1.04E+10,7.55E+09,9.44E+09,7.24E+09,9.08E+09,8.70E+09,8.85E+09
TRUE,Empty,"40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",P62701,RPS4X,30 kDa,,0.025,1.4,"1st low, 2nd high",unknown,7.28E+09,7.61E+09,7.47E+09,4.44E+09,9.20E+09,9.87E+09,7.75E+09,9.96E+09,1.13E+10,1.04E+10,1.57E+10,9.36E+09,1.39E+10,1.25E+10,1.44E+10
TRUE,Empty,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,P16615,ATP2A2,115 kDa,TRUE,0.62,1.1,[],unknown,2.41E+09,2.73E+09,3.65E+09,1.59E+09,4.81E+09,3.39E+09,2.14E+09,3.33E+09,4.37E+09,3.65E+09,3.50E+09,3.07E+09,4.93E+09,4.55E+09,4.30E+09
TRUE,Empty,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,P23284,PPIB,24 kDa,,0.43,1.1,[],unknown,9.45E+09,6.06E+09,9.10E+09,6.23E+09,1.12E+10,9.14E+09,7.18E+09,1.10E+10,9.82E+09,9.69E+09,1.62E+10,1.09E+10,1.38E+10,1.29E+10,1.77E+10
TRUE,Empty,DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5,P33992,MCM5,82 kDa,,0.27,1.3,[],unknown,2.70E+09,3.03E+09,3.60E+09,1.55E+09,4.35E+09,4.55E+09,2.32E+09,3.07E+09,5.45E+09,4.12E+09,5.82E+09,4.99E+09,5.86E+09,6.41E+09,4.59E+09
