Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4 - [K1C14_HUMAN]",58.47,4,8,26,822,1.890E8,1.754E8,1.426E8,1.163E9,2.858E8,5.248E8,2.361E8,2.237E8,2.102E8,2.019E8,4.298E8,3.917E8,3.520E8,1.732E8,2.992E8,183.33 ,43.86,17,51,86.50 ,32.63,14,25,84.25 ,20.76,9,28,155.33 ,42.58,16,43,323.19 ,38.56,16,93,366.21 ,58.05,24,100,179.19 ,42.58,16,53,208.53 ,38.56,16,61,194.22 ,35.38,14,57,165.70 ,36.23,14,48,121.13 ,42.58,19,36,201.49 ,36.02,14,60,178.81 ,41.31,16,53,250.64 ,40.04,16,74,139.01 ,37.29,14,40,472,51.5,5.16
Q14019,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3 - [COTL1_HUMAN],58.45,1,8,8,47,4.044E6,4.626E6,5.618E6,9.178E6,2.418E6,4.315E6,8.741E6,3.489E6,3.769E6,5.461E6,1.950E7,6.293E6,6.140E6,3.748E6,3.786E6,8.61 ,32.39,3,3,13.58 ,43.66,5,5,9.01 ,22.54,4,4,5.39 ,13.38,2,2,5.77 ,13.38,2,2,5.46 ,13.38,2,2,10.60 ,25.35,4,4,7.94 ,19.72,3,3,5.87 ,13.38,2,2,10.42 ,23.94,4,4,13.16 ,41.55,5,5,8.33 ,32.39,3,3,4.56 ,10.56,2,2,6.86 ,16.90,3,3,7.15 ,16.90,3,3,142,15.9,5.67
P62888,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2 - [RL30_HUMAN],58.26,1,5,5,62,1.665E7,9.679E6,2.911E7,1.863E7,1.537E7,2.870E7,2.667E7,1.973E7,2.164E7,3.480E7,4.965E7,4.491E7,3.077E7,2.558E7,3.144E7,7.94 ,20.87,2,2,44.12 ,51.30,4,10,16.51 ,40.87,3,4,2.85 ,6.96,1,1,11.81 ,20.87,2,3,12.85 ,20.87,2,3,19.75 ,31.30,3,5,12.79 ,20.87,2,3,16.85 ,31.30,3,4,13.87 ,24.35,2,3,40.64 ,47.83,4,10,17.31 ,31.30,3,4,12.18 ,20.87,2,3,15.77 ,37.39,3,4,11.71 ,20.87,2,3,115,12.8,9.63
Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1 - [PCBP2_HUMAN],58.08,3,8,12,251,1.333E7,2.853E7,3.525E7,3.263E7,1.636E7,3.073E7,2.561E7,2.530E7,2.955E7,2.326E7,7.777E7,4.308E7,2.681E7,2.569E7,3.297E7,33.37 ,15.34,4,9,63.68 ,49.59,11,17,106.01 ,35.34,7,28,33.20 ,18.36,5,8,51.54 ,18.36,5,13,45.84 ,15.34,4,12,55.32 ,15.34,4,15,58.62 ,20.55,6,17,80.54 ,22.74,6,22,64.58 ,15.34,4,16,67.91 ,31.78,7,16,80.81 ,22.74,6,21,59.93 ,15.34,4,16,82.60 ,21.10,6,24,63.25 ,22.74,6,17,365,38.6,6.79
P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2 - [HSPB1_HUMAN],58.05,1,11,11,64,1.714E6,7.130E6,1.104E7,2.322E6,8.505E6,4.190E6,5.294E6,1.509E7,1.824E6,6.569E6,4.711E7,0.000E0,3.072E6,1.207E7,2.072E6,5.29 ,9.27,2,2,29.38 ,40.49,5,8,18.77 ,33.17,4,5,6.04 ,10.24,2,2,24.20 ,41.46,6,6,13.94 ,25.37,4,4,13.58 ,18.54,4,4,25.68 ,37.56,5,7,6.45 ,9.27,2,2,12.69 ,28.29,3,3,54.15 ,40.98,8,13,,,,,3.14 ,4.88,1,1,16.23 ,32.68,4,5,5.55 ,9.27,2,2,205,22.8,6.40
P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN],57.96,1,9,13,192,7.480E6,2.601E7,2.827E7,1.650E7,2.041E7,2.798E7,2.686E7,2.853E7,1.973E7,1.430E7,1.146E8,3.040E7,1.585E7,3.170E7,2.011E7,28.80 ,28.57,6,8,37.73 ,44.90,9,12,37.59 ,46.12,9,11,26.12 ,30.61,6,7,57.17 ,46.12,9,17,33.36 ,35.51,7,9,39.95 ,33.06,7,12,63.26 ,46.53,9,18,40.98 ,38.78,8,12,23.79 ,20.00,5,7,87.92 ,52.24,12,26,45.17 ,49.80,10,13,27.19 ,35.51,7,7,82.71 ,57.55,11,23,38.11 ,35.51,7,10,245,27.7,4.78
P11142,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [HSP7C_HUMAN],57.89,2,28,31,1024,9.011E7,1.112E8,1.704E8,1.382E8,7.951E7,1.428E8,1.683E8,1.137E8,1.505E8,1.502E8,3.413E8,2.157E8,1.719E8,1.116E8,2.013E8,144.88 ,41.49,17,35,357.41 ,51.70,25,89,378.83 ,49.54,26,97,102.56 ,32.82,15,27,201.76 ,49.69,23,52,227.37 ,47.83,21,56,271.83 ,50.93,24,66,211.63 ,45.05,22,52,308.57 ,53.25,27,78,309.51 ,51.86,25,74,454.09 ,56.66,29,113,312.99 ,49.85,26,78,227.81 ,42.72,21,56,296.47 ,51.86,25,74,305.37 ,53.25,27,77,646,70.9,5.52
Q1ED39,Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1 - [KNOP1_HUMAN],57.64,1,31,31,519,4.290E7,5.696E7,5.776E7,8.939E7,3.994E7,3.625E7,3.845E7,4.270E7,2.976E7,6.606E7,2.116E7,8.643E7,5.034E7,3.206E7,4.140E7,98.48 ,39.30,14,25,249.95 ,57.42,30,65,201.80 ,49.13,24,51,92.82 ,41.27,19,24,128.63 ,38.43,17,32,113.83 ,39.30,18,30,129.81 ,42.79,20,32,133.91 ,41.27,19,35,130.10 ,38.43,17,33,140.78 ,42.58,18,36,53.67 ,36.24,15,16,171.14 ,48.47,24,45,115.90 ,39.96,17,28,134.95 ,44.32,20,36,125.04 ,42.36,21,31,458,51.6,9.86
P07355,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2 - [ANXA2_HUMAN],57.52,2,21,21,374,3.791E7,3.246E7,3.271E7,3.987E7,1.345E7,3.507E7,3.399E7,1.647E7,1.753E7,2.719E7,1.227E8,2.679E7,4.593E7,1.630E7,2.103E7,85.40 ,28.91,9,24,93.40 ,51.92,18,25,78.09 ,43.66,13,23,39.69 ,28.32,9,11,98.87 ,41.30,13,28,75.74 ,31.56,11,21,93.58 ,41.00,13,25,82.37 ,41.00,13,23,84.15 ,30.68,9,24,85.63 ,41.30,12,25,163.66 ,57.52,21,42,89.10 ,38.05,12,25,93.89 ,43.95,14,26,103.52 ,43.07,14,30,79.08 ,31.56,11,22,339,38.6,7.75
P11498,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2 - [PYC_HUMAN]",57.47,1,48,48,1320,1.155E8,5.770E7,2.579E8,1.323E8,1.969E7,1.047E8,1.692E8,6.245E7,2.790E8,1.697E8,1.397E7,7.062E7,3.209E8,5.209E7,1.888E8,266.14 ,33.19,29,72,322.26 ,40.92,33,84,579.63 ,43.97,38,158,117.47 ,25.64,23,33,147.13 ,28.69,26,41,276.45 ,38.46,35,74,426.74 ,46.26,41,115,238.91 ,39.98,32,67,566.82 ,44.06,39,158,490.74 ,40.49,36,132,37.85 ,11.88,11,12,262.59 ,34.38,31,70,477.83 ,42.87,39,130,265.77 ,37.78,33,71,393.83 ,44.91,39,103,1178,129.6,6.84
P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],57.32,1,6,11,169,8.069E6,2.601E7,2.827E7,1.540E7,2.041E7,2.692E7,2.686E7,2.853E7,1.973E7,1.430E7,1.146E8,3.040E7,1.472E7,3.170E7,2.008E7,19.78 ,28.86,6,6,42.54 ,45.93,9,12,31.72 ,42.28,8,11,22.08 ,21.14,5,7,45.30 ,45.93,9,15,34.58 ,42.68,8,10,36.47 ,44.72,9,11,37.01 ,32.52,7,13,28.55 ,34.55,7,9,21.19 ,28.86,6,7,82.14 ,57.32,11,24,41.43 ,41.87,9,14,18.51 ,30.08,6,6,46.88 ,41.87,9,16,28.17 ,37.80,7,8,246,28.1,4.83
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],57.07,2,19,19,185,2.305E6,1.239E7,1.920E7,1.009E7,9.537E6,1.303E7,1.459E7,1.277E7,8.151E6,1.352E7,6.143E7,1.749E7,1.165E7,1.756E7,8.121E6,11.80 ,9.83,4,4,51.89 ,28.78,10,14,44.88 ,38.37,12,13,17.56 ,11.99,5,6,32.58 ,24.22,7,8,27.06 ,18.47,6,7,35.96 ,26.62,8,10,49.61 ,37.41,11,13,43.04 ,32.13,10,12,38.04 ,23.74,8,10,165.27 ,51.80,16,40,58.24 ,40.05,11,15,26.88 ,20.86,7,8,61.00 ,36.93,12,16,32.74 ,20.14,7,9,417,44.6,8.10
P62280,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3 - [RS11_HUMAN],56.96,1,11,11,128,1.429E7,3.981E7,5.895E7,1.851E7,1.566E7,2.982E7,3.797E7,2.106E7,4.844E7,5.727E7,6.549E7,8.303E7,3.424E7,4.508E7,3.587E7,11.12 ,17.09,4,4,18.11 ,46.84,7,7,48.67 ,52.53,10,18,12.98 ,23.42,4,4,16.75 ,30.38,5,6,12.69 ,22.78,5,5,20.52 ,28.48,6,8,25.50 ,39.24,7,9,32.08 ,39.87,7,11,24.59 ,39.24,6,9,20.46 ,51.27,8,9,34.92 ,52.53,9,14,17.54 ,22.15,5,6,32.46 ,46.84,8,11,17.22 ,28.48,6,7,158,18.4,10.30
P13639,Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4 - [EF2_HUMAN],56.88,1,41,42,1012,4.252E7,6.024E7,1.203E8,1.447E8,3.064E7,8.480E7,9.079E7,4.799E7,7.588E7,1.117E8,1.753E8,1.381E8,8.416E7,7.433E7,7.927E7,165.78 ,37.30,24,48,215.91 ,43.47,30,56,374.68 ,46.15,33,103,80.80 ,21.56,15,22,192.85 ,36.83,26,56,209.15 ,41.03,29,60,243.28 ,41.49,31,68,193.88 ,39.04,27,52,266.72 ,38.00,28,76,339.43 ,46.97,33,93,301.31 ,48.37,35,78,330.14 ,46.85,36,97,223.84 ,38.81,28,63,284.71 ,44.41,32,80,219.52 ,41.26,28,60,858,95.3,6.83
Q06830,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],56.28,1,8,11,313,3.132E7,4.808E7,4.652E7,5.916E7,4.064E7,4.861E7,6.373E7,4.791E7,3.951E7,5.222E7,2.089E8,6.245E7,6.038E7,5.017E7,3.863E7,25.23 ,30.15,6,9,76.78 ,47.74,9,24,69.48 ,52.76,10,22,19.47 ,28.14,5,7,78.63 ,50.75,10,25,56.60 ,55.78,10,18,54.89 ,47.24,8,17,73.72 ,52.26,10,24,78.45 ,55.78,10,25,63.73 ,42.71,8,22,138.23 ,52.76,10,40,64.13 ,50.75,10,21,56.32 ,50.75,9,18,80.91 ,55.78,10,26,46.51 ,46.73,8,15,199,22.1,8.13
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1 - [TCPE_HUMAN],56.19,1,22,23,127,1.837E6,1.012E7,1.490E7,9.843E6,5.457E6,1.447E7,1.015E7,5.504E6,5.593E6,9.218E6,4.788E7,1.810E7,4.833E6,8.641E6,9.234E6,9.69 ,5.18,3,3,41.03 ,29.39,12,13,40.69 ,26.25,13,13,9.46 ,4.81,3,3,18.30 ,10.91,6,6,26.92 ,16.64,7,7,22.65 ,13.49,6,7,27.18 ,17.93,7,7,26.67 ,16.64,7,7,25.57 ,17.01,7,7,62.65 ,39.19,16,20,26.93 ,15.53,6,7,21.80 ,14.60,7,7,30.62 ,20.89,9,9,36.49 ,24.03,11,11,541,59.6,5.66
P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1 - [TBA4A_HUMAN],55.36,3,4,20,531,1.311E8,1.058E8,2.422E8,1.577E8,1.024E8,1.246E8,1.653E8,1.339E8,1.444E8,2.305E8,3.441E8,2.534E8,1.870E8,1.777E8,1.427E8,54.05 ,36.61,11,16,250.52 ,50.45,16,69,140.62 ,46.65,16,41,53.47 ,37.28,10,13,102.81 ,39.51,13,30,87.10 ,43.30,13,21,127.91 ,50.22,16,32,109.63 ,42.41,13,29,113.58 ,40.63,13,31,164.10 ,48.88,18,44,218.29 ,44.64,16,60,167.29 ,50.22,16,44,115.38 ,46.21,15,30,148.15 ,45.76,15,42,113.32 ,44.20,14,29,448,49.9,5.06
P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],55.35,2,27,29,573,4.389E7,5.609E7,9.786E7,8.863E7,3.305E7,8.343E7,9.610E7,5.768E7,8.555E7,8.713E7,2.062E8,1.217E8,1.055E8,6.381E7,1.159E8,75.74 ,22.63,11,21,152.89 ,40.67,21,40,218.58 ,29.97,14,53,51.46 ,16.97,9,14,126.10 ,33.79,14,32,128.78 ,32.57,16,33,134.14 ,26.76,13,31,135.51 ,34.10,16,35,168.26 ,32.26,15,40,153.49 ,25.23,12,36,253.35 ,40.06,23,61,205.44 ,44.19,22,51,146.02 ,30.12,15,37,166.64 ,28.44,14,40,200.32 ,42.81,21,49,654,72.3,5.16
P08729,"Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5 - [K2C7_HUMAN]",55.22,2,18,25,272,2.420E7,3.791E7,5.027E7,1.027E8,4.875E7,8.658E7,3.747E7,2.777E7,3.440E7,1.927E7,8.086E7,5.918E7,4.018E7,5.598E7,4.233E7,24.80 ,13.65,7,8,70.54 ,37.74,17,20,82.59 ,38.17,19,24,30.04 ,13.86,8,10,51.95 ,25.37,12,16,74.86 ,36.67,17,24,32.84 ,17.70,10,10,39.81 ,20.68,11,14,73.53 ,33.05,17,22,54.84 ,31.13,16,17,71.21 ,38.38,17,20,74.01 ,30.92,16,21,38.24 ,17.70,10,13,111.98 ,37.31,18,32,69.56 ,28.36,14,21,469,51.4,5.48
P68104,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1 - [EF1A1_HUMAN],55.19,3,19,19,617,1.704E8,1.823E8,4.161E8,1.807E8,1.862E8,2.450E8,3.459E8,2.887E8,2.512E8,3.963E8,1.040E9,4.052E8,3.053E8,3.813E8,2.894E8,73.30 ,30.52,9,20,307.26 ,48.27,14,82,186.60 ,41.77,12,52,45.04 ,35.71,9,12,124.74 ,35.06,11,32,102.17 ,48.27,14,29,145.63 ,46.54,13,40,138.03 ,49.57,15,38,126.07 ,35.06,11,38,154.51 ,48.05,13,45,307.48 ,53.46,17,83,140.59 ,46.32,12,37,94.77 ,41.13,12,27,196.74 ,48.27,14,56,88.01 ,41.34,13,26,462,50.1,9.01
P63241,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2 - [IF5A1_HUMAN],55.19,3,9,9,61,0.000E0,9.771E6,1.182E7,2.143E4,1.172E7,6.020E6,8.970E6,1.169E7,1.058E7,1.032E7,7.441E7,1.572E7,1.710E7,1.597E7,4.125E6,,,,,27.40 ,42.21,5,8,19.00 ,34.42,3,4,2.24 ,12.99,2,2,2.28 ,5.19,1,1,14.49 ,31.17,3,3,22.67 ,38.96,4,5,19.91 ,26.62,2,3,5.44 ,11.69,1,1,18.05 ,26.62,2,3,50.06 ,42.21,6,14,19.04 ,36.36,4,6,10.56 ,31.82,3,3,19.64 ,31.82,3,5,15.74 ,26.62,2,3,154,16.8,5.24
O76070,Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2 - [SYUG_HUMAN],55.12,1,7,7,23,0.000E0,2.930E6,2.683E6,1.221E6,1.397E6,2.107E6,1.297E6,1.302E6,7.416E5,0.000E0,8.557E6,1.788E6,1.517E6,1.295E6,1.146E6,,,,,8.76 ,23.62,2,2,5.13 ,11.02,1,1,4.31 ,11.02,1,1,4.43 ,11.02,1,1,3.90 ,11.02,1,1,4.63 ,11.02,1,1,6.04 ,23.62,2,2,3.92 ,11.02,1,1,4.69 ,11.02,1,1,28.41 ,55.12,7,7,4.78 ,11.02,1,1,4.28 ,11.02,1,1,8.26 ,11.02,2,2,4.91 ,11.02,1,1,127,13.3,4.86
P08779,"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4 - [K1C16_HUMAN]",54.97,4,11,24,641,1.890E8,1.628E8,1.426E8,1.163E9,2.858E8,4.942E8,2.361E8,2.237E8,2.102E8,2.019E8,4.298E8,3.917E8,3.520E8,1.732E8,2.992E8,121.08 ,30.02,13,37,79.97 ,32.77,14,23,81.86 ,23.47,10,27,83.79 ,24.31,11,26,257.77 ,41.65,18,78,311.68 ,52.64,22,84,105.25 ,28.75,12,34,200.51 ,40.80,17,58,173.16 ,37.84,15,54,105.50 ,23.68,10,33,79.23 ,26.85,14,25,135.18 ,26.22,11,43,121.19 ,25.58,11,40,158.14 ,30.87,13,49,88.88 ,24.74,11,30,473,51.2,5.05
P61604,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2 - [CH10_HUMAN]",54.90,1,6,6,97,3.882E6,2.103E7,1.272E7,1.513E7,9.282E6,1.418E7,9.088E6,1.048E7,7.338E6,5.896E6,9.423E7,1.268E7,8.483E6,1.194E7,9.598E6,10.76 ,31.37,3,3,27.06 ,54.90,6,8,39.87 ,33.33,3,9,9.01 ,23.53,2,2,21.49 ,33.33,3,5,13.87 ,23.53,2,3,33.85 ,41.18,4,8,34.77 ,31.37,3,8,23.30 ,23.53,2,5,27.81 ,23.53,2,6,35.94 ,54.90,6,10,37.49 ,52.94,5,9,24.19 ,31.37,3,6,42.05 ,45.10,4,10,21.89 ,31.37,3,5,102,10.9,8.92
Q13885,Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1 - [TBB2A_HUMAN],54.38,3,1,17,898,5.413E7,8.128E7,1.238E8,8.580E7,5.655E7,1.433E8,6.698E7,7.390E7,7.073E7,7.909E7,2.966E8,1.252E8,8.086E7,9.145E7,9.888E7,118.39 ,30.79,10,35,272.05 ,44.27,14,78,282.63 ,51.01,15,75,77.00 ,25.84,9,24,176.38 ,25.62,10,53,166.16 ,35.96,12,49,186.83 ,39.55,12,50,202.45 ,35.96,12,55,238.12 ,35.96,12,70,202.82 ,35.96,12,56,330.02 ,48.31,16,90,286.95 ,39.10,13,80,174.47 ,33.03,11,50,271.42 ,39.10,13,76,200.01 ,35.28,12,57,445,49.9,4.89
P02545,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1 - [LMNA_HUMAN],54.37,1,33,35,311,2.562E6,1.081E7,1.478E7,8.201E6,5.720E6,1.321E7,7.966E6,7.426E6,1.151E7,6.358E6,4.226E7,1.719E7,6.750E6,1.400E7,9.853E6,37.36 ,16.42,10,11,75.58 ,29.97,18,19,96.44 ,38.70,20,26,46.76 ,21.23,14,14,50.61 ,24.85,13,14,92.28 ,35.39,21,27,57.95 ,25.45,14,16,90.88 ,35.84,21,26,90.03 ,33.28,19,23,36.23 ,16.27,10,10,138.04 ,49.10,30,37,104.13 ,34.79,20,27,35.80 ,14.91,9,10,119.86 ,36.14,23,32,66.83 ,31.93,18,19,664,74.1,7.02
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3 - [HCD2_HUMAN],54.02,1,9,9,151,6.741E6,7.109E6,1.451E7,1.050E7,3.120E6,8.586E6,1.023E7,6.830E6,8.088E6,1.288E7,2.520E7,1.471E7,9.030E6,7.854E6,5.723E6,23.41 ,15.33,2,5,31.32 ,33.72,5,7,59.00 ,30.65,5,14,32.31 ,15.33,2,7,25.11 ,27.59,4,6,40.77 ,22.99,4,10,46.71 ,27.59,4,11,28.10 ,27.59,4,8,45.35 ,30.65,5,12,61.13 ,30.65,5,14,81.52 ,50.19,8,18,70.43 ,34.48,6,16,35.06 ,18.39,3,8,34.71 ,30.65,5,9,25.44 ,26.05,4,6,261,26.9,7.78
P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],53.94,2,9,9,214,2.573E7,3.430E7,7.597E7,2.444E7,4.741E7,7.888E7,6.249E7,6.816E7,4.261E7,3.935E7,1.977E8,1.040E8,4.883E7,6.855E7,7.104E7,19.28 ,21.82,4,7,59.96 ,53.94,9,23,58.64 ,37.58,8,18,13.80 ,6.67,2,4,55.88 ,37.58,7,18,40.28 ,28.48,6,12,20.79 ,27.27,4,7,45.33 ,37.58,6,13,39.46 ,37.58,7,13,30.81 ,28.48,6,10,144.79 ,37.58,8,45,46.07 ,28.48,6,15,17.41 ,26.67,4,6,37.84 ,28.48,6,11,35.60 ,28.48,6,12,165,18.0,7.81
P25398,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3 - [RS12_HUMAN],53.79,1,7,7,33,1.698E7,6.048E6,1.585E7,0.000E0,6.203E6,0.000E0,2.112E6,3.204E6,1.275E6,1.170E7,1.433E7,6.680E6,0.000E0,1.835E6,3.791E6,2.67 ,11.36,1,1,17.41 ,53.79,7,7,5.45 ,18.94,2,2,,,,,5.18 ,19.70,2,2,,,,,3.17 ,7.58,1,1,4.48 ,13.64,2,2,2.31 ,7.58,1,1,2.06 ,6.06,1,1,24.92 ,41.67,5,10,8.30 ,21.21,2,2,,,,,4.67 ,14.39,2,2,8.01 ,21.21,2,2,132,14.5,7.21
P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],53.78,1,24,24,174,1.868E6,1.187E7,1.245E7,9.773E6,3.281E6,7.763E6,5.906E6,6.699E6,6.613E6,5.564E6,2.526E7,1.412E7,6.550E6,9.054E6,7.924E6,14.26 ,6.83,3,4,41.69 ,26.44,12,12,82.30 ,38.13,15,21,21.47 ,11.33,5,6,25.14 ,16.73,7,7,35.67 ,17.45,7,9,33.21 ,22.48,9,9,44.66 ,21.76,9,12,36.12 ,16.19,7,9,25.55 ,14.21,6,7,98.80 ,44.24,19,26,69.83 ,31.65,12,17,35.44 ,18.88,8,9,49.92 ,22.12,10,14,45.29 ,23.02,9,12,556,60.3,6.11
Q99832,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2 - [TCPH_HUMAN],53.59,1,24,24,194,7.540E5,6.112E6,1.823E7,8.598E6,5.170E6,7.094E6,8.592E6,1.117E7,5.025E6,1.342E7,4.029E7,9.775E6,5.266E6,1.416E7,5.538E6,9.53 ,7.55,3,3,43.72 ,31.49,12,12,87.63 ,29.47,13,24,20.43 ,14.00,7,7,47.57 ,24.86,10,13,38.37 ,23.02,9,10,38.66 ,21.92,10,11,42.00 ,25.41,11,12,38.39 ,23.94,9,10,40.06 ,21.36,9,11,65.74 ,31.86,14,19,63.77 ,32.41,15,19,39.22 ,18.97,9,12,65.54 ,38.12,16,18,44.96 ,18.97,9,13,543,59.3,7.65
P23284,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2 - [PPIB_HUMAN],53.24,1,12,12,119,1.359E7,1.197E7,3.376E7,2.207E7,9.683E6,2.029E7,2.000E7,1.939E7,2.582E7,1.995E7,2.914E7,4.174E7,2.345E7,2.120E7,2.576E7,15.96 ,22.22,5,5,28.80 ,35.65,8,10,38.39 ,36.11,8,12,18.18 ,22.22,5,6,22.28 ,27.78,6,7,11.57 ,13.89,3,3,22.47 ,24.54,6,8,21.65 ,24.54,6,7,26.97 ,29.63,7,9,27.89 ,29.63,7,9,31.82 ,37.96,8,10,34.88 ,33.33,8,11,23.68 ,29.63,7,8,22.35 ,21.30,5,7,22.30 ,29.63,7,7,216,23.7,9.41
P06899,Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3 - [H2B1J_HUMAN],53.17,8,2,8,208,3.708E7,1.622E8,3.005E8,3.993E7,1.314E8,2.481E8,2.027E8,2.397E8,2.568E8,1.735E8,4.445E8,4.021E8,1.343E8,3.031E8,2.218E8,15.92 ,34.92,4,6,65.63 ,47.62,7,23,62.96 ,35.71,5,21,7.52 ,20.63,2,3,36.04 ,40.48,5,15,39.26 ,40.48,5,17,30.82 ,40.48,5,12,43.41 ,40.48,5,16,27.59 ,34.92,4,11,35.09 ,34.92,4,12,58.03 ,35.71,5,21,51.25 ,40.48,5,19,19.65 ,37.30,5,7,27.87 ,34.92,4,11,38.09 ,40.48,5,14,126,13.9,10.32
O60814,Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3 - [H2B1K_HUMAN],53.17,10,2,8,282,5.225E7,1.790E8,2.992E8,3.993E7,1.437E8,2.481E8,2.078E8,2.696E8,2.793E8,1.902E8,5.105E8,4.185E8,1.403E8,3.142E8,2.218E8,18.78 ,34.92,4,7,75.43 ,47.62,7,26,103.48 ,35.71,5,34,7.52 ,20.63,2,3,47.24 ,41.27,6,19,43.30 ,40.48,5,18,45.79 ,41.27,6,17,60.08 ,41.27,6,21,41.61 ,35.71,5,16,53.07 ,35.71,5,18,93.76 ,35.71,5,33,69.42 ,41.27,6,25,25.08 ,37.30,5,9,47.59 ,35.71,5,18,49.63 ,41.27,6,18,126,13.9,10.32
